id,title,readyInMinutes,servings,image,cuisines,dish,ingredients,grocery,instructions
716426,"Cauliflower, Brown Rice, and Vegetable Fried Rice",30,8,https://spoonacular.com/recipeImages/716426-312x231.jpg,"['Chinese', 'Asian']",1,"{'broccoli': '0.25 cups', 'cauliflower': '0.13 head', 'coconut oil': '0.13 ', 'cooked brown rice': '0.38 cups', 'garlic': '0.63 cloves', 'grapeseed oil': '0.13 ', 'low sodium soy sauce': '0.38 T', 'peas': '0.13 cup', 'salt': '1.0 servings', 'scallion': '1.0 servings', 'scallions': '0.88 ', 'sesame oil': '0.25 t', 'sesame seeds': '1.0 servings'}","['broccoli', 'cauliflower', 'coconut oil', 'cooked brown rice', 'garlic', 'grapeseed oil', 'low sodium soy sauce', 'peas', 'salt', 'scallion', 'scallions', 'sesame oil', 'sesame seeds']","Remove the cauliflower's tough stem and reserve for another use. Using a food processor, pulse cauliflower florets until they resemble rice or couscous. You should end up with around four cups of ""cauliflower rice.""Heat 1T butter and 1T oil in a large skillet over medium heat.Add garlic and the white and light green pieces of scallion. Sauté about a minute.Add the cauliflower to the pan. Stir to coat with oil, then spread out in pan and let sit; you want it cook a bit and to caramelize (get a bit brown), which will bring out the sweetness. After a couple of minutes, stir and spread out again.Add cold rice (it separates easily, so it won't clump up during cooking), plus the additional grapeseed and coconut oil or butter. Raise heat to medium-high. Toss everything together and, again, spread the mixture out over the whole pan and press a bit into the bottom.Let it sit for about two minutes—so the rice can get toasted and a little crispy.Add the peas and broccoli and stir again.Drizzle soy sauce and toasted sesame oil over rice.Cook for another minute or so and turn off heat.Add chopped scallion tops and toss.I like to toast some sesame seeds in a dry pan; I sprinkle these and some more raw, chopped scallion over the top of the rice for added flavor and crunch.Season to taste with salt and, if you'd like, more soy sauce. Keep in mind that if you're serving this with something salty and saucy (ie. teriyaki chicken) you may want to hold off on adding too much salt to the fried rice."
715497,Berry Banana Breakfast Smoothie,5,1,https://spoonacular.com/recipeImages/715497-312x231.jpg,[],0,"{'banana': '0.25 cup', 'graham cracker crumbs': '2.0 tbsp', 'soy milk': '1.0 cup', 'strawberries': '0.5 cup', 'vanilla yogurt': '1.0 container'}","['banana', 'graham cracker crumbs', 'soy milk', 'strawberries', 'vanilla yogurt']","Take some yogurt in your favorite flavor and add 1 container to your blender.Add in the berries, banana, and soy milk and blend. Top your glass with a few graham cracker crumbs and serve."
644387,Garlicky Kale,45,2,https://spoonacular.com/recipeImages/644387-312x231.jpg,[],1,"{'balsamic vinegar': '1.5 tablespoons', 'garlic': '0.5 clove', 'kale': '0.5 bunch', 'olive oil': '1.0 servings'}","['balsamic vinegar', 'garlic', 'kale', 'olive oil']","Heat the olive oil in a large pot over medium heat.Add the kale and cover.Stir occasionally until the volume of the kale is reduced by half. Uncover.Add garlic and basalmic.Allow to cook for about another 30 seconds or so, mixing well so that the garlic and vinegar are well distributed.Serve hot."
716268,African Chicken Peanut Stew,45,1,https://spoonacular.com/recipeImages/716268-312x231.jpg,['African'],1,"{'bell peppers': '1.0 serving', 'chicken': '1.5 cups', 'cooking oil': '2.5 ', 'curry paste': '1.0 teaspoon', 'garlic cloves': '2.0 ', 'ginger': '1.0 piece', 'groundnut': '1.0 cup', 'onions': '2.0 handfuls', 'bell pepper': '1.0 serving', 'salt': '1.0 serving', 'seasoning': '1.0 serving', 'sweet potato': '0.5 small', 'thyme': '1.0 pinch', 'tomato': '1.5 '}","['bell peppers', 'chicken', 'cooking oil', 'curry paste', 'garlic cloves', 'ginger', 'groundnut', 'onions', 'bell pepper', 'salt', 'seasoning', 'sweet potato', 'thyme', 'tomato']","Season and Boil the Chicken for 10 minutes with salt, pepper, seasoning, a handful of onions.Once the chicken is ready, in the same stock, Boil the chopped sweet potatoes till its almost cooked. Save the stock in a separate Bowl and the chicken and potatoes in a separate Bowl as well.In a pot, heat up one cooking spoon of oil and fry the chicken till it Browns. Take it out and heat up the other 1.5 cooking spoons of oil and fry the onions, tomatoes Both chopped and Blended, ginger and garlic.Add your seasoning, curry, thyme, parsley, salt and pepper to the pot.Pour in your stock, chicken and potatoes to cook further.Stir in your peanut Butter and allow to cook for 10 minutes on low heat.If your sauce gets too thick, add a little water to it.Serve with white rice or more sweet potatoes.You could also garnish the dish with Bell peppers.   "
716381,Nigerian Snail Stew,45,1,https://spoonacular.com/recipeImages/716381-312x231.jpg,[],1,"{'chili powder': '1.0 teaspoon', 'garlic': '2.0 cloves', 'ice cubes': '1.0 serving', 'limes': '3.0 ', 'red bell pepper': '1.0 ', 'red onion': '1.0 large', 'salt': '2.0 tablespoons', 'scotch bonnet chili peppers': '4.0 ', 'snails': '8.0 ', 'tomatoes': '5.0 ', 'vegetable cooking oil': '1.0 '}","['chili powder', 'garlic', 'ice cubes', 'limes', 'red bell pepper', 'red onion', 'salt', 'scotch bonnet chili peppers', 'snails', 'tomatoes', 'vegetable cooking oil']","In a bowl, wash the snails with lime and salt till all the slime is gone.Place the snail in a pot with the chili powder, seasoning cubes, chopped garlic, 1/2 of the onion(chopped) and a pinch of salt and bring to boil for about 15-18 minutes.In a separate pot, place the tomatoes, bell pepper, scotch bonnet peppers, crush with a wooden spoon till some of the juices come out and bring to boil till they are all soft on low heat. (This helps to dry up some of the extra water from the tomatoes)In a pot, pour in your oil, cut your onions in rings and fry in the hot oil on medium heat.Pour in your tomato-pepper mix and allow to fry for about 8-10 minutes on low heat.Pour in the left-over stock from the snail and allow to cook for 5 more minutes on medium heat.Add your seasoning cubes and taste for salt.Add your snails and stir in and allow to stew for 2-4 minutes more on medium heat.Serve with Rice, Pasta, Plantain, Yams or Potatoes."
782601,Red Kidney Bean Jambalaya,45,6,https://spoonacular.com/recipeImages/782601-312x231.jpg,"['Creole', 'Cajun']",1,"{'brown rice': '0.33 cups', 'carrots': '0.33 medium', 'celery': '0.33 stalks', 'celery seed': '0.17 teaspoon', 'dried kidney beans': '0.33 cups', 'dried marjoram': '0.17 teaspoon', 'dried thyme': '0.33 teaspoons', 'eggplant': '0.17 medium', 'garlic': '0.33 cloves', 'green beans': '0.5 handfuls', 'ground pepper': '1.0 servings', 'ground sage': '0.33 teaspoons', 'liquid smoke': '0.08 teaspoon', 'olive oil': '0.33 tablespoons', 'red bell pepper': '0.17 ', 'red onion': '0.17 small', 'sea salt': '0.25 teaspoons', 'sriracha': '0.17 teaspoon', 'tomatoes': '0.33 medium', 'vegetable stock': '0.5 cups'}","['brown rice', 'carrots', 'celery', 'celery seed', 'dried kidney beans', 'dried marjoram', 'dried thyme', 'eggplant', 'garlic', 'green beans', 'ground pepper', 'ground sage', 'liquid smoke', 'olive oil', 'red bell pepper', 'red onion', 'sea salt', 'sriracha', 'tomatoes', 'vegetable stock']","Rinse the kidney beans and brown rice separately. Cover the kidney beans with water and soak for 8 hours or overnight. In a separate bowl, cover the brown rice with water and soak for 8 hours or overnight.Drain and rinse the kidney beans, then transfer to a medium saucepan and cover with fresh water. Bring to a boil, reduce heat to medium-low, cover, and simmer for 1 hour or until just tender but not falling apart.Drain and set aside.Heat the oil in a large saucepan over medium heat. When hot, add the onion and saut for 5 minutes. Now add the garlic, carrots, celery and green beans, and stir for another 5 minutes. Next add the tomatoes, red pepper, eggplant, sage, thyme, marjoram and celery seed, and continue to stir for another few minutes.Pour in the vegetable stock, liquid smoke, rice and the cooked kidney beans. Bring to a boil, reduce heat to medium low, cover, and cook, stirring occasionally, for 45 minutes or until the rice is tender.Add water as necessary if the stew becomes too dry.Season with sriracha, salt and pepper, and taste for seasoning  add more liquid smoke, sriracha, salt, pepper or herbs as desired."
794349,Broccoli and Chickpea Rice Salad,45,6,https://spoonacular.com/recipeImages/794349-312x231.jpg,[],1,"{'almonds': '0.04 cup', 'broccoli florets': '0.67 cups', 'brown rice': '0.33 cups', 'dijon mustard': '0.33 tablespoons', 'dried chickpeas': '0.25 cup', 'fresh parsley': '0.04 cup', 'garlic': '0.17 clove', 'green onions': '0.33 ', 'ground pepper': '1.0 servings', 'juice of lemon': '0.25 ', 'olive oil': '0.33 teaspoons', 'pineapple juice': '0.33 ', 'red pepper flakes': '0.08 teaspoon', 'sea salt': '0.25 teaspoons', 'sun-dried tomatoes': '0.06 cup', 'tamari soy sauce': '0.33 teaspoons'}","['almonds', 'broccoli florets', 'brown rice', 'dijon mustard', 'dried chickpeas', 'fresh parsley', 'garlic', 'green onions', 'ground pepper', 'juice of lemon', 'olive oil', 'pineapple juice', 'red pepper flakes', 'sea salt', 'sun-dried tomatoes', 'tamari soy sauce']","In a large skillet, heat the oil over medium heat.Add the broccoli, stir well, and cover. Cook, stirring often, until the broccoli is tender.Add the broccoli to a large bowl, along with the remaining salad ingredients.To make the dressing, whisk together all of the dressing ingredients in a small bowl.Pour the dressing over the salad and toss well to coat evenly. Taste for seasoning and serve."
715446,Slow Cooker Beef Stew,490,6,https://spoonacular.com/recipeImages/715446-312x231.jpg,[],1,"{'canned beef broth': '2.42 oz', 'carrots': '0.33 large', 'celery': '0.33 stalks', 'cream of mushroom soup': '4.33 oz', 'green onions': '0.5 ', 'new potatoes': '1.67 ', 'onion': '0.17 small', 'seasoning': '0.08 cup', 'stew meat': '0.33 pounds', 'water': '0.33 cups'}","['canned beef broth', 'carrots', 'celery', 'cream of mushroom soup', 'green onions', 'new potatoes', 'onion', 'seasoning', 'stew meat', 'water']","To get started, heat your slow cooker to low.Pour in the cream of mushroom soup, Dale's seasoning, water, and beef broth and stir until mixed well.Add in your stew meat, potatoes, onions, carrots, celery, and green onions. Stir well until covered and cook on low for 8 hours. You can add salt and pepper as desired, but the flavors and the Dale's marry together so well that you probably won’t need them."
715415,Red Lentil Soup with Chicken and Turnips,55,8,https://spoonacular.com/recipeImages/715415-312x231.jpg,[],0,"{'avocado': '1.0 servings', 'carrots': '0.38 medium', 'celery stalks': '0.38 ', 'chicken breast': '0.25 cups', 'flat leaf parsley': '0.06 cup', 'garlic': '0.75 cloves', 'olive oil': '0.25 tablespoons', 'plum tomatoes': '3.5 ounce', 'red lentils': '0.25 cups', 'salt and pepper': '1.0 servings', 'turnip': '0.13 large', 'vegetable stock': '1.0 cups', 'yellow onion': '0.13 medium'}","['avocado', 'carrots', 'celery stalks', 'chicken breast', 'flat leaf parsley', 'garlic', 'olive oil', 'plum tomatoes', 'red lentils', 'salt and pepper', 'turnip', 'vegetable stock', 'yellow onion']","To a large dutch oven or soup pot, heat the olive oil over medium heat.Add the onion, carrots and celery and cook for 8-10 minutes or until tender, stirring occasionally.Add the garlic and cook for an additional 2 minutes, or until fragrant. Season conservatively with a pinch of salt and black pepper.To the pot, add the tomatoes, turnip and red lentils. Stir to combine. Stir in the vegetable stock and increase the heat on the stove to high. Bring the soup to a boil and then reduce to a simmer. Simmer for 20 minutes or until the turnips are tender and the lentils are cooked through.Add the chicken breast and parsley. Cook for an additional 5 minutes. Adjust seasoning to taste.Serve the soup immediately garnished with fresh parsley and any additional toppings. Enjoy!"
766453,Hummus and Za'atar,45,4,https://spoonacular.com/recipeImages/766453-312x231.jpg,['Middle Eastern'],1,"{'dried chickpeas': '0.75 cups', 'garlic': '0.5 cloves', 'juice of lemon': '0.75 ', 'olive oil': '0.5 tablespoons', 'paprika': '1.0 servings', 'pine nuts': '0.5 tablespoons', 'sea salt': '0.38 teaspoons', 'tahini': '0.08 cup', ""za'atar"": '0.5 tablespoons'}","['dried chickpeas', 'garlic', 'juice of lemon', 'olive oil', 'paprika', 'pine nuts', 'sea salt', 'tahini', ""za'atar""]","Rinse the chickpeas and soak for 8 hours or overnight in several inches of water.Drain and rinse, then transfer to a medium saucepan and cover with fresh water. Bring to a boil, reduce heat to medium-low, cover, and simmer for 1 to 1 1/2 hours or until soft.Drain, reserving the cooking liquid. (If using canned chickpeas, rinse thoroughly.)Meanwhile, toast the pine nuts in a dry unoiled skillet or saucepan over medium-low heat, tossing or stirring frequently, for 10 minutes or until lightly browned.Transfer the chickpeas to a food processor and add the pine nuts, 2 tablespoons of olive oil, 1/4 cup of the reserved chickpea cooking liquid (or water if using canned chicpeas), the tahini, garlic, lemon juice and salt. Process until smooth, adding more of the reserved chickpea cooking liquid or water as necessary to reach a light creamy consistency. Taste for seasoning and add more salt or lemon juice as desired.Transfer the hummus to a shallow bowl and drizzle with olive oil.Sprinkle with za'atar and paprika, and serve with chopped fresh vegetables or toasted pita triangles.Refrigerate leftover hummus for a few days or freeze for up to a month."
