id,title,readyInMinutes,servings,image,cuisines,dish,ingredients,grocery,instructions
715769,Broccolini Quinoa Pilaf,30,2,https://spoonacular.com/recipeImages/715769-312x231.jpg,Italian,1,"{'broccolini': '0.5 bunch', 'garlic clove': '0.5 ', 'olive oil': '0.5 tbsp', 'onion': '0.25 cup', 'quinoa': '0.5 cup', 'vegetable broth': '1.0 cups', 'walnuts': '1.0 oz'}","['broccolini', 'garlic clove', 'olive oil', 'onion', 'quinoa', 'vegetable broth', 'walnuts']","In a large pan with lid heat olive oil over medium high heat.Add onions and cook for 1 minute.Add garlic and cook until onions are translucent and garlic is fragrant.Add quinoa to pan, stir to combine. Slowly add in broth and bring to a boil.Cover and reduce heat to low, cook for 15 minutes.In the last 2-3 minutes of cooking add in broccolini on top of the quinoa (do not stir) and cover.Uncover and toss broccolini and quinoa together.Season to taste with salt and pepper.Add walnuts and serve hot."
715495,Turkey Tomato Cheese Pizza,15,6,https://spoonacular.com/recipeImages/715495-312x231.jpg,Italian,1,"{'green bell pepper': '1.0 servings', 'parsley': '1.0 servings', 'bell pepper': '1.0 servings', 'pie crust': '1.0 servings', 'roma tomato': '1.0 servings', 'shredded mozzarella cheese': '0.17 oz', 'tomato sauce': '1.0 servings', 'turkey breast': '0.08 cup', 'white onion': '1.0 servings'}","['green bell pepper', 'parsley', 'bell pepper', 'pie crust', 'roma tomato', 'shredded mozzarella cheese', 'tomato sauce', 'turkey breast', 'white onion']","Heat up your grill to 450 degrees.Start off with your whole wheat crust and spread the tomato sauce evenly over the top.Add a little cheese, bell pepper, onion, turkey and create a layer.Top with another layer of cheese, turkey, tomato, bell pepper, onion.Add another layer of cheese, and then sprinkle with pepper.Place the pizza on a ceramic grill plate and place into the grill.Grill for 6-10 minutes, or until cooked as desired.Slice, and serve immediately."
715573,Simple Skillet Lasagna,35,5,https://spoonacular.com/recipeImages/715573-312x231.jpg,Italian,1,"{'basil leaves': '0.2 sprig', 'canned tomatoes': '11.2 oz', 'garlic': '0.6 cloves', 'italian sausage': '0.3 lbs', 'mozzarella cheese': '0.2 oz', 'onion': '0.2 small', 'oregano': '1.0 servings', 'packaged no-boil lasagna noodles': '1.0 servings', 'red pepper flakes': '0.1 tsp', 'ricotta cheese': '1.0 servings', 'salt and pepper': '1.0 servings'}","['basil leaves', 'canned tomatoes', 'garlic', 'italian sausage', 'mozzarella cheese', 'onion', 'oregano', 'packaged no-boil lasagna noodles', 'red pepper flakes', 'ricotta cheese', 'salt and pepper']","In a large saute pan, heat oil on high.Add sausage and cook until browned, about 3-5 minutes.Transfer to a side bowl and set aside.Reduce the heat to medium low and add your onion, garlic, and pepper flakes. Cook until onions are softened, about 8 minutes.Add your oregano, tomatoes and their juices (crushing the whole tomatoes with your hands or a mixer if you prefer), the basil sprig, and the cooked sausage.Add salt and pepper and simmer for about 5 minutes.Break half of the lasagna noodles in half and place into the meat mixture under the sausage. Distribute them evenly throughout. Take the other half of the noodles and use a spoon to submerge them down into the pan.Dollop Ricotta over lasagna and mix in with the sauce. Top with Mozzarella and bake in the oven on 325 degrees for 15 minutes. Top with basil, then remove from heat and allow to cool before serving."
659109,Salmon Quinoa Risotto,45,4,https://spoonacular.com/recipeImages/659109-312x231.jpg,Italian,1,"{'quinoa': '0.25 cup', 'onion': '0.25 medium', 'kale': '2.0 Leaves', 'garlic cloves': '1.25 ', 'olive oil': '0.75 tablespoons', 'salmon': '2.5 ounces', 'vegetable stock': '8.0 ounces', 'salt': '0.25 serving', 'bell pepper': '0.25 serving'}","['quinoa', 'onion', 'kale', 'garlic cloves', 'olive oil', 'salmon', 'vegetable stock', 'salt', 'bell pepper']","In a 4 quart saucepan, heat 2 tablespoons of olive oil over medium high heat.When oil is shimmering, add diced onion.Saute onion until transparent.Add quinoa to onion mixture and stir, to toast quinoa, for 2 minutes.Add 1 cup of vegetable stock to quinoa and onions.Stir until stock is absorbed.  Once stock is absorbed, add 1 cup of stock.Continue stirring until stock is absorbed.Add remaining stock in 1/2 cup intervals, stirring until all stock is absorbed.Remove from heat.While preparing the onion quinoa mixture, heat 1 tablespoon of oil in a saute pan with chopped garlic (over medium high heat).Once garlic is sizzling, add chopped kale to the pan.Turn kale to coat with oil and garlic.Turn kale mixture until fragrant (approximately 2 minutes).Remove kale mixture from heat.Once quinoa is complete, add kale and salmon.Stir to combine.Add salt and pepper to taste."
648279,Italian Tuna Pasta,20,3,https://spoonacular.com/recipeImages/648279-312x231.jpg,Italian,1,"{'chillies': '0.67 ', 'garlic': '0.33 tablespoon', 'ground pepper': '1.0 servings', 'juice of lemon': '0.67 ', 'parsley leaves': '0.17 cup', 'pasta shells': '83.33 grams', 'red bell pepper': '0.33 ', 'tuna': '133.33 grams'}","['chillies', 'garlic', 'ground pepper', 'juice of lemon', 'parsley leaves', 'pasta shells', 'red bell pepper', 'tuna']","Once pasta is cooked, drain and leave to cool for a minute.Place small skillet on medium fire, drizzle olive oil, add in red pepper and stir-fry for 1-2 minutes. Put aside.Toss pasta shells, red pepper, tuna, parsley, garlic, chillies and lemon juice. Season with ground black pepper to taste, spoon into serving bowls."
648257,Italian Steamed Artichokes,35,1,https://spoonacular.com/recipeImages/648257-312x231.jpg,Italian,1,"{'artichoke': '1.0 pound', 'bay leaf': '1.0 ', 'coriander seeds': '0.25 tsp', 'dried basil': '0.5 tsp', 'garlic clove': '1.0 ', 'oregano': '0.5 tsp'}","['artichoke', 'bay leaf', 'coriander seeds', 'dried basil', 'garlic clove', 'oregano']","Snip the thorns off the artichoke leaves.Place the garlic slices inside the leaves throughout the artichoke.Put the artichoke into a medium-size saucepan.Add water to come halfway up the artichoke.Put the bay leaf in the water.Crush the coriander seeds, oregano and basil together; sprinkle on top of the artichoke.Cook over medium heat for 30 minutes, or until the leaves pull off easily."
648247,Italian Seafood Stew,45,3,https://spoonacular.com/recipeImages/648247-312x231.jpg,Italian,1,"{'baby bella mushrooms': '6.67 ', 'bay leaves': '0.67 ', 'canned tomatoes': '9.33 ounces', 'club soda': '0.17 cup', 'fish stock': '1.67 cups', 'fresh parsley': '1.0 servings', 'garlic': '1.33 cloves', 'mussels': '6.67 ', 'onion': '0.33 ', 'salt': '0.67 teaspoons', 'seasoning': '0.33 tablespoon', 'shrimps': '0.33 ', 'tilapia': '1.0 servings', 'tomato': '0.33 ', 'tomato paste': '1.33 ounces'}","['baby bella mushrooms', 'bay leaves', 'canned tomatoes', 'club soda', 'fish stock', 'fresh parsley', 'garlic', 'mussels', 'onion', 'salt', 'seasoning', 'shrimps', 'tilapia', 'tomato', 'tomato paste']","Prepare ingredients.In a large pot, heat up 3 tbsp of olive oil and add garlic and onion.Sautee over medium heat.Add salt, tomato paste, tomatoes with juice, stock, club soda, bay leaves and stir.Simmer over medium low heat for 30 min.Add mushrooms.Add salt to taste.Cook mussels according to package directions.Add shrimp and fish into stew.Add mussels.Simmer for a few minutes.Ready to serve with some baked bread."
640819,Crispy Italian Cauliflower Poppers Appetizer,45,4,https://spoonacular.com/recipeImages/640819-312x231.jpg,Italian,1,"{'canned tomatoes': '3.63 oz', 'cauliflower': '0.25 head', 'eggs': '0.5 ', 'flour': '0.25 cup', 'fresh basil': '0.75 T', 'garlic': '0.25 teaspoon', 'garlic powder': '0.19 t', 'ground pepper': '0.03 t', 'olive oil': '0.5 tablespoons', 'panko bread crumbs': '0.5 c', 'parmesan cheese': '0.19 c', 'red pepper flakes': '0.25 pinch', 'salt': '1.0 servings', 'water': '0.25 T'}","['canned tomatoes', 'cauliflower', 'eggs', 'flour', 'fresh basil', 'garlic', 'garlic powder', 'ground pepper', 'olive oil', 'panko bread crumbs', 'parmesan cheese', 'red pepper flakes', 'salt', 'water']","Preheat oven to 400 f.Brush a large baking sheet with a tablespoon of the olive oil. In a large, shallow dish combine the breadcrumbs, Parmesan, garlic powder, salt, pepper and 2 tablespoons of the olive oil. Toss well with a fork until the oil is completely dispersed into the bread crumbs.Combine the eggs with 1 tablespoon of water in a medium bowl.Place the flour in a large resealable bag.Add half of the cauliflower florets to the bag with the flour, seal and shake to coat well.Remove the cauliflower to a fine mesh strainer and shake to remove excess flour.Place the floured cauliflower on a plate. Repeat with the remaining cauliflower.Working with a few pieces at a time.Add to the beaten egg. Using a fork, turn and toss the florets in the egg to completely coat.Transfer to the breadcrumb mixture and coat, pressing the crumbs into the florets, the help them adhere.Place on the oiled baking sheet, making sure you leave a little space between each florets so they crisp up really well. Repeat this step with the rest of the cauliflower. Spray the tops of the breaded florets lightly with cooking spray.Bake the cauliflower for 20 minutes, Flip the pieces over and continue baking for about 15 more minutes, until the cauliflower is crunchy on the outside and tender on the inside.While the cauliflower is baking, prepare the marinara. Pulse the undrained tomatoes in a food processor a few times until mostly broken down.Heat 1 tablespoon of the oil with the garlic and pepper flakes in a medium saucepan over medium heat until just sizzling.Add the tomatoes and simmer for about 10 minutes until the marinara thickens slightly and the flavors develop.Add 2 tablespoons of the fresh basil, season with salt and pepper if needed.When the cauliflower is done baking, transfer to a serving dish and sprinkle with the remaining basil.Serve with the marinara."
1095745,Mushroom Hummus Crostini,30,4,https://spoonacular.com/recipeImages/1095745-312x231.jpg,Italian,1,"{'crusty bread': '0.25 loaf', 'mushrooms': '0.25 pound', 'spinach': '0.5 handfuls', 'chickpeas': '3.5 oz', 'garlic': '0.25 clove', 'lemon juice': '0.25 tbsp', 'tahini': '0.25 tbsp', 'olive oil': '0.25 tbsp', 'water': '0.5 tbsp', 'ground cumin': '0.06 tsp', 'harissa': '0.5 tbsp'}","['crusty bread', 'mushrooms', 'spinach', 'chickpeas', 'garlic', 'lemon juice', 'tahini', 'olive oil', 'water', 'ground cumin', 'harissa']","To make the hummus, place all ingredients in a food processor and blend until smooth. Adjust the amount of water and harissa pasta depending on how thick and spicy you want your hummus. It should still be spreadable. Set the hummus aside.Slice the mushrooms and fry in a shallow pan until they are golden and crispy. Once they are ready, push them to one side of the pan and add the spinach to wilt.To assemble the crostini, spread some hummus on a slice of the bread (you can toast it if you like), then top with some spinach and mushrooms.Serve immediately."
658753,Roma Tomato Bruschetta,45,4,https://spoonacular.com/recipeImages/658753-312x231.jpg,Italian,1,"{'balsamic vinegar': '0.5 tablespoons', 'extra virgin olive oil': '1.0 tablespoons', 'french bread': '0.25 loaf', 'fresh basil': '2.5 leaves', 'garlic': '0.25 clove', 'bell pepper': '1.0 servings', 'salt': '1.0 servings', 'tomatoes': '1.0 medium'}","['balsamic vinegar', 'extra virgin olive oil', 'french bread', 'fresh basil', 'garlic', 'bell pepper', 'salt', 'tomatoes']","Slice the bread on a bias about 1/2 inch thick. We need about 10-12 slices.Take 2 tablespoons of extra virgin olive oil and add salt and pepper (about 1/3 teaspoon each - as per taste).Brush this on both sides of the bread.Place these slices on a sheet pan and bake for about 3-4 minutes in a 400 degree preheated oven till golden brown. Once one side is done, turn over the crostini to the other side to crisp that as well.When the crostini are hot out the oven, rub a garlic clove on them.Chop the tomatoes.Chiffonade the basil and add to the tomatoes.Add salt, pepper, olive oil and balsamic vinegar and let it rest for a few minutes.Put a generous amount of tomato on the crostini and serve."
